SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-8-2016,Single Family Residential,250 Spiers Rd,Newton,MA,02459,595000,3,2.0,Newton,1460,7000,1953,1019,408,,Sold,,,http://www.redfin.com/MA/Newton/250-Spiers-Rd-02459/home/11490342,MLS PIN,71928576,N,Y,42.2934471,-71.1808005
PAST SALE,,Single Family Residential,62 Lovett Rd,Newton,MA,02459,854050,4,2.5,,1547,15000,1967,,552,,,,,http://www.redfin.com/MA/Newton/62-Lovett-Rd-02459/home/11484805,,,N,Y,42.3025823,-71.1844672
PAST SALE,December-4-2015,Single Family Residential,47 Esty Farm,Newton,MA,02459,730000,3,2.5,Newton,1500,16862,1958,1054,487,,Sold,,,http://www.redfin.com/MA/Newton/47-Esty-Farm-Rd-02459/home/11490650,MLS PIN,71934604,N,Y,42.2943696,-71.181636
PAST SALE,September-26-2016,Single Family Residential,69 McCarthy Rd,Newton,MA,02459,720000,3,2.0,Newton,1630,10000,1949,757,442,,Sold,,,http://www.redfin.com/MA/Newton/69-McCarthy-Rd-02459/home/11500927,MLS PIN,72057008,N,Y,42.29416,-71.1854419
PAST SALE,August-24-2016,Single Family Residential,10 Osborne Path (S Roadway),Newton,MA,02459,812110,4,3.0,Newton,1968,12761,1949,790,413,,Sold,,,http://www.redfin.com/MA/Newton/10-Osborne-Path-02459/home/11500902,MLS PIN,72019398,N,Y,42.293749,-71.1871248
PAST SALE,July-12-2016,Single Family Residential,176 Parker St,Newton,MA,02459,969000,4,2.0,Newton Center,2002,9403,1923,833,484,,Sold,,,http://www.redfin.com/MA/Newton-Centre/176-Parker-St-02459/home/11462116,MLS PIN,71979635,N,Y,42.321351,-71.1938889
PAST SALE,July-14-2016,Single Family Residential,565 Boylston St,Newton,MA,02459,620000,3,2.5,Newton Center,1523,8000,1960,831,407,,Sold,,,http://www.redfin.com/MA/Newton-Centre/565-Boylston-St-02459/home/11462423,MLS PIN,72007845,N,Y,42.319214,-71.1926822
PAST SALE,,Single Family Residential,87 Nardell Rd,Newton,MA,02459,955000,3,2.5,,1755,10229,1964,,544,,,,,http://www.redfin.com/MA/Newton/87-Nardell-Rd-02459/home/11483517,,,N,Y,42.3086516,-71.1777372
PAST SALE,August-31-2016,Single Family Residential,98 Parker Ave,Newton,MA,02461,727000,3,2.5,Newton Highlands,1594,6160,1940,783,456,,Sold,,,http://www.redfin.com/MA/Newton/98-Parker-Ave-02461/home/11478886,MLS PIN,72015295,N,Y,42.3174633,-71.1994003
PAST SALE,May-27-2016,Single Family Residential,54 Walnut Hill Rd,Newton,MA,02459,679000,3,2.5,Newton Center,1512,8090,1950,879,449,,Sold,,,http://www.redfin.com/MA/Newton/54-Walnut-Hill-Rd-02459/home/11479594,MLS PIN,71979403,N,Y,42.3171234,-71.1972306
PAST SALE,,Single Family Residential,127 Andrew St,Newton Highlands,MA,02461,790000,3,2.5,,1476,10840,1960,,535,,,,,http://www.redfin.com/MA/Newton-Highlands/127-Andrew-St-02461/home/11487926,,,N,Y,42.3142128,-71.2039602
PAST SALE,May-27-2016,Townhouse,72 Cottage St #2,Newton,MA,02464,749000,3,3.0,Newton Upper Falls,2040,10380,1900,879,367,175,Sold,,,http://www.redfin.com/MA/Newton/72-Cottage-St-02464/unit-2/home/101741002,MLS PIN,71925095,N,Y,42.3134973,-71.2175119
PAST SALE,December-1-2016,Single Family Residential,272 Spiers Rd,Newton,MA,02459,752000,4,2.0,Newton,1850,7000,1952,691,406,,Sold,,,http://www.redfin.com/MA/Newton/272-Spiers-Rd-02459/home/11490331,MLS PIN,72000834,N,Y,42.2940432,-71.1801507
PAST SALE,November-17-2016,Single Family Residential,33 Cragmore Rd,Newton,MA,02464,675000,3,2.5,Newton,1224,10350,1930,705,551,,Sold,,,http://www.redfin.com/MA/Newton/33-Cragmore-Rd-02464/home/11455570,MLS PIN,72070368,N,Y,42.3186206,-71.2225821
PAST SALE,December-23-2015,Single Family Residential,55 June Ln,Newton,MA,02459,830000,3,3.0,Newton,2280,10024,1979,1035,364,,Sold,,,http://www.redfin.com/MA/Newton/55-June-Ln-02459/home/11490741,MLS PIN,71901396,N,Y,42.2956314,-71.1814039
PAST SALE,November-14-2015,Single Family Residential,93 Walnut Hill Rd,Newton,MA,02461,540000,3,2.0,Newton,1412,6600,1940,1074,382,,Sold,,,http://www.redfin.com/MA/Newton/93-Walnut-Hill-Rd-02461/home/11478924,MLS PIN,71910590,N,Y,42.3170451,-71.198797
PAST SALE,,Single Family Residential,11 Walnut Hill Rd,Newton,MA,02459,680000,3,2.0,,1244,5720,1945,,547,,,,,http://www.redfin.com/MA/Newton/11-Walnut-Hill-Rd-02459/home/11478697,,,N,Y,42.3185536,-71.1975555
PAST SALE,,Townhouse,1170 Chestnut St,Newton,MA,02464,767500,4,2.5,,2486,9100,2003,,309,,,,,http://www.redfin.com/MA/Newton/1170-Chestnut-St-02464/home/11446754,,,N,Y,42.3093846,-71.2228519
PAST SALE,November-20-2015,Townhouse,37 HALE St #1,Newton,MA,02464,915000,3,3.5,Newton,2400,7464,2015,1068,381,175,Sold,,,http://www.redfin.com/MA/Newton/37-Hale-St-02464/unit-1/home/101101202,MLS PIN,71910065,N,Y,42.311537,-71.2234986
PAST SALE,June-21-2016,Townhouse,16 Pettee St #16,Newton,MA,02464,780000,3,2.5,Newton,1838,29147,1999,854,424,500,Sold,,,http://www.redfin.com/MA/Newton/16-Pettee-St-02464/unit-16/home/145669079,MLS PIN,71969251,N,Y,42.3143142,-71.2206642
PAST SALE,June-3-2016,Townhouse,982 Beacon St #982,Newton,MA,02459,975000,4,3.0,Newton Center,2356,9640,1885,872,414,350,Sold,,,http://www.redfin.com/MA/Newton/982-Beacon-St-02459/unit-982/home/137660256,MLS PIN,71979935,N,Y,42.3303706,-71.2017684
PAST SALE,November-25-2015,Single Family Residential,62 Pleasant St,Newton,MA,02459,905000,3,2.0,Newton,2047,5074,1927,1063,442,,Sold,,,http://www.redfin.com/MA/Newton/62-Pleasant-St-02459/home/11466139,MLS PIN,71905572,N,Y,42.331369,-71.1970913
PAST SALE,May-31-2016,Single Family Residential,239 Winchester St,Newton,MA,02461,720000,4,2.0,Newton Highlands,1470,5860,1954,875,490,,Sold,,,http://www.redfin.com/MA/Newton/239-Winchester-St-02461/home/11500488,MLS PIN,71977132,N,Y,42.3118034,-71.2091002
PAST SALE,,Townhouse,19 Carter St,Newton,MA,02460,856000,4,2.5,,2327,8463,1999,,368,,,,,http://www.redfin.com/MA/Newton/19-Carter-St-02460/home/11419059,,,N,Y,42.3512811,-71.1990591
PAST SALE,,Condo/Co-op,9 Ashmont Ave,Newton,MA,02458,420000,5,2.0,,2291,,1915,,183,,,,,http://www.redfin.com/MA/Newton/9-Ashmont-Ave-02458/home/11493459,,,N,Y,42.3572054,-71.2015932
PAST SALE,August-1-2016,Single Family Residential,37 Bow Rd,Newton,MA,02459,733000,3,2.5,Newton Center,1470,6398,1918,813,499,,Sold,,,http://www.redfin.com/MA/Newton/37-Bow-Rd-02459/home/11469426,MLS PIN,72004803,N,Y,42.3224387,-71.1894968
PAST SALE,January-7-2017,Townhouse,131 Charlesbank Unit B,Newton,MA,02458,770000,3,2.5,Newton,2065,14080,1870,654,373,200,Sold,,,http://www.redfin.com/MA/Newton/131-Charlesbank-Rd-02458/unit-B/home/109474160,MLS PIN,72087229,N,Y,42.3585047,-71.1821001
PAST SALE,February-28-2017,Townhouse,131 Charlesbank Unit C,Newton,MA,02458,814000,3,2.5,Newton,2242,,1880,602,363,200,Sold,,,http://www.redfin.com/MA/Newton/131-Charlesbank-Rd-02458/unit-C/home/109281416,MLS PIN,72080646,N,Y,42.3585047,-71.1821001
PAST SALE,December-1-2016,Townhouse,131 Charlesbank Unit D,Newton,MA,02458,815000,3,2.5,Newton,2100,,1880,691,388,250,Sold,,,http://www.redfin.com/MA/Newton/131-Charlesbank-Rd-02458/unit-D/home/109066917,MLS PIN,72072430,N,Y,42.3585047,-71.1821001
PAST SALE,,Single Family Residential,117 Brackett Rd,Newton,MA,02458,725000,4,2.0,,2013,12560,1920,,360,,,,,http://www.redfin.com/MA/Newton/117-Brackett-Rd-02458/home/11474589,,,N,Y,42.3432952,-71.1870199
PAST SALE,,Condo/Co-op,40 Pleasant St,Newton,MA,02459,959000,3,3.5,,1477,,1998,,649,,,,,http://www.redfin.com/MA/Newton/40-Pleasant-St-02459/home/11407361,,,N,Y,42.3313452,-71.1961336
PAST SALE,October-5-2016,Single Family Residential,10 Wiltshire Rd,Newton,MA,02458,554000,3,2.0,Nonantum,2016,3000,1930,748,275,,Sold,,,http://www.redfin.com/MA/Newton/10-Wiltshire-Rd-02458/home/11409955,MLS PIN,72052447,N,Y,42.3565166,-71.1970913
PAST SALE,December-21-2016,Townhouse,41 Saco #41,Newton,MA,02464,620800,3,2.5,Newton,1800,,1980,671,345,478,Sold,,,http://www.redfin.com/MA/Newton/41-Saco-St-02464/unit-41/home/109000319,MLS PIN,72066747,N,Y,42.3076232,-71.2208137
PAST SALE,August-12-2016,Single Family Residential,55 Playstead Rd,Newton,MA,02458,682500,3,2.0,Newton Corner,1700,3384,1918,802,401,,Sold,,,http://www.redfin.com/MA/Newton/55-Playstead-Rd-02458/home/11471947,MLS PIN,72023484,N,Y,42.3532744,-71.1757878
PAST SALE,April-29-2016,Townhouse,10 California Park #10,Watertown,MA,02472,610000,3,2.5,Watertown,1504,,1995,907,406,,Sold,,,http://www.redfin.com/MA/Watertown/10-California-Park-02472/unit-10/home/104065587,MLS PIN,71969706,N,Y,42.3640576,-71.1922337
PAST SALE,,Townhouse,79 Morse St,Watertown,MA,02472,734900,3,2.5,,2371,6633,2016,,310,,,,,http://www.redfin.com/MA/Watertown/79-Morse-St-02472/home/11683163,,,N,Y,42.3612339,-71.1894333
PAST SALE,July-29-2016,Townhouse,19-21 Moreland Ave #19,Newton,MA,02459,740000,4,3.0,Newton Center,1624,5355,1915,816,456,161,Sold,,,http://www.redfin.com/MA/Newton/21-Moreland-Ave-02459/unit-19/home/105424281,MLS PIN,71995043,N,Y,42.3290182,-71.2035049
PAST SALE,January-9-2017,Single Family Residential,15 Dexter Rd,Newton,MA,02460,750000,3,2.0,Newtonville,1924,9858,1920,652,390,,Sold,,,http://www.redfin.com/MA/Newtonville/15-Dexter-Rd-02460/home/11423811,MLS PIN,72051061,N,Y,42.3433044,-71.207673
PAST SALE,,Townhouse,85 Algonquin Rd,Chestnut Hill,MA,02467,961500,3,3.0,,2230,215718,1984,,431,,,,,http://www.redfin.com/MA/Chestnut-Hill/85-Algonquin-Rd-02467/home/11462602,,,N,Y,42.3419081,-71.1714778
PAST SALE,March-17-2017,Townhouse,137 Charlesbank Unit B,Newton,MA,02458,810420,3,3.5,Nonantum,2078,6735,1881,585,390,275,Sold,,,http://www.redfin.com/MA/Newton/137-Charlesbank-Rd-02458/unit-B/home/112852709,MLS PIN,72105519,N,Y,42.3585436,-71.1821362
