SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-21-2018,Townhouse,966 Chestnut St #966,Newton,MA,02464,710000,3,2.0,Newton,1723,,1830,2,412,367,Sold,,,http://www.redfin.com/MA/Newton/966-Chestnut-St-02464/unit-966/home/77483073,MLS PIN,72389890,N,Y,42.3158169,-71.2252444
PAST SALE,,Single Family Residential,1824 Commonwealth Ave,Auburndale,MA,02466,880000,3,2.5,,1948,11543,1970,,452,,,,,http://www.redfin.com/MA/Auburndale/1824-Commonwealth-Ave-02466/home/11439914,,,N,Y,42.3425326,-71.241087
PAST SALE,March-23-2018,Single Family Residential,1890 Washington St,Newton,MA,02466,750000,3,2.0,Newton,1686,11518,1942,214,445,,Sold,,,http://www.redfin.com/MA/Auburndale/1890-Washington-St-02466/home/11441343,MLS PIN,72278004,N,Y,42.3349962,-71.2426645
PAST SALE,,Single Family Residential,286 Central St,Auburndale,MA,02466,930000,4,2.5,,2276,15860,1870,,409,,,,,http://www.redfin.com/MA/Auburndale/286-Central-St-02466/home/11440541,,,N,Y,42.3436328,-71.2519924
PAST SALE,July-25-2018,Single Family Residential,28 Clearwater Rd,Newton,MA,02462,862000,3,2.5,Newton Lower Falls,1728,8200,1950,90,499,,Sold,,,http://www.redfin.com/MA/Newton-Lower-Falls/28-Clearwater-Rd-02462/home/11438188,MLS PIN,72319024,N,Y,42.3328661,-71.2606236
PAST SALE,July-16-2018,Single Family Residential,477 Grove St,Newton,MA,02462,822000,3,2.0,Newton,1605,6017,1950,99,512,,Sold,,,http://www.redfin.com/MA/Newton/477-Grove-St-02462/home/11438269,MLS PIN,72315248,N,Y,42.3323679,-71.2563544
PAST SALE,July-31-2018,Single Family Residential,25 Longfellow Rd,Newton,MA,02462,985000,4,2.5,Lower Falls,2342,10028,1945,84,421,,Sold,,,http://www.redfin.com/MA/Newton/25-Longfellow-Rd-02462/home/11455626,MLS PIN,72323317,N,Y,42.3326565,-71.2444283
PAST SALE,May-1-2017,Single Family Residential,36 Swallow Dr,Newton,MA,02462,900000,3,2.0,Newton Lower Falls,1690,19759,1954,540,533,,Sold,,,http://www.redfin.com/MA/Newton-Lower-Falls/36-Swallow-Dr-02462/home/11438979,MLS PIN,72140989,N,Y,42.3284041,-71.2595099
PAST SALE,January-9-2018,Single Family Residential,150 Cotton,Newton,MA,02458,950000,3,2.5,Newton,2014,9190,1938,287,472,,Sold,,,http://www.redfin.com/MA/Newton/150-Cotton-St-02458/home/11475679,MLS PIN,72160543,N,Y,42.3407906,-71.1889014
PAST SALE,December-18-2017,Single Family Residential,496 Parker St,Newton,MA,02459,897500,3,3.0,Newton,2030,8550,1930,309,442,,Sold,,,http://www.redfin.com/MA/Newton/496-Parker-St-02459/home/11477852,MLS PIN,72211573,N,Y,42.3106014,-71.1969057
PAST SALE,September-5-2017,Single Family Residential,21 Renee Ter,Newton,MA,02459,855000,3,2.0,Newton,1408,10340,1963,413,607,,Sold,,,http://www.redfin.com/MA/Newton-Centre/21-Renee-Ter-02459/home/11466771,MLS PIN,72179127,N,Y,42.3292127,-71.1843744
PAST SALE,July-3-2018,Townhouse,412-416 Parker St Unit G,Newton,MA,02459,800000,3,2.5,Newton,1516,,1990,112,528,426,Sold,,,http://www.redfin.com/MA/Newton/412-416-Parker-St-02459/unit-G/home/145483969,MLS PIN,72314269,N,Y,42.3132554,-71.1948292
PAST SALE,,Single Family Residential,638 Beacon St,Newton Centre,MA,02459,700000,3,2.5,,1840,12970,1937,,380,,,,,http://www.redfin.com/MA/Newton-Centre/638-Beacon-St-02459/home/11459864,,,N,Y,42.3311488,-71.1863701
PAST SALE,August-1-2018,Single Family Residential,306 Langley Rd,Newton,MA,02459,658800,3,2.0,Newton Center,1320,3784,1900,83,499,,Sold,,,http://www.redfin.com/MA/Newton/306-Langley-Rd-02459/home/11467204,MLS PIN,72328155,N,Y,42.3232393,-71.1853026
PAST SALE,,Single Family Residential,50 W Boulevard Rd,Newton,MA,02459,1000000,3,2.5,,2154,6418,1940,,464,,,,,http://www.redfin.com/MA/Newton/50-W-Boulevard-Rd-02459/home/11475976,,,N,Y,42.339864,-71.187937
PAST SALE,June-15-2018,Townhouse,65 Morse St #65,Watertown,MA,02472,662000,3,2.5,Watertown,1504,,1994,130,440,110,Sold,,,http://www.redfin.com/MA/Watertown/65-Morse-St-02472/unit-65/home/87274025,MLS PIN,72306445,N,Y,42.361115,-71.188693
PAST SALE,,Townhouse,65 Morse St #65,Watertown,MA,02472,662000,3,2.5,,1504,,1994,,440,,,,,http://www.redfin.com/MA/Watertown/65-Morse-St-02472/unit-65/home/11703556,,,N,Y,42.361115,-71.188693
PAST SALE,,Townhouse,2 N Park St #1,Watertown,MA,02472,851000,4,2.5,,2004,,1999,,425,,,,,http://www.redfin.com/MA/Watertown/2-N-Park-St-02472/unit-1/home/11682113,,,N,Y,42.3604504,-71.1876438
PAST SALE,August-28-2018,Townhouse,106 Morse St #106,Watertown,MA,02472,770000,4,2.5,Watertown,2225,15362,1850,56,346,,Sold,,,http://www.redfin.com/MA/Watertown/106-Morse-St-02472/unit-106/home/146039341,MLS PIN,72344512,N,Y,42.3613451,-71.190965
PAST SALE,May-4-2017,Townhouse,412-416 Parker St Unit N,Newton,MA,02459,707000,3,2.5,Newton Center,1518,87120,1991,537,466,465,Sold,,,http://www.redfin.com/MA/Newton/412-Parker-St-02459/unit-N/home/113386241,MLS PIN,72129504,N,Y,42.313208,-71.1958372
PAST SALE,April-10-2017,Single Family Residential,125 Wendell Rd,Newton,MA,02459,955000,3,2.0,Newton Center,2500,10406,1952,561,382,,Sold,,,http://www.redfin.com/MA/Newton/125-Wendell-Rd-02459/home/11478150,MLS PIN,72122605,N,Y,42.3102208,-71.2020596
PAST SALE,April-28-2017,Single Family Residential,650 Boylston St,Newton,MA,02459,591900,3,2.5,Newton Center,1248,6010,1925,543,474,,Sold,,,http://www.redfin.com/MA/Newton-Centre/650-Boylston-St-02459/home/11479681,MLS PIN,72117505,N,Y,42.3187968,-71.1965673
PAST SALE,May-25-2017,Single Family Residential,428 Parker St,Newton,MA,02459,995000,4,2.5,Newton,2351,16067,1880,516,423,,Sold,,,http://www.redfin.com/MA/Newton-Centre/428-Parker-St-02459/home/11480270,MLS PIN,72124120,N,Y,42.3127778,-71.195931
PAST SALE,August-5-2016,Single Family Residential,42 Charlemont St,Newton,MA,02461,840000,3,3.0,Newton highlands,2108,15766,1928,809,398,,Sold,,,http://www.redfin.com/MA/Newton-Highlands/42-Charlemont-St-02461/home/11489584,MLS PIN,72027618,N,Y,42.3066665,-71.2079051
PAST SALE,May-8-2017,Single Family Residential,308 Winchester St,Newton,MA,02461,772000,3,2.0,Newton Highlands,1770,14720,1945,533,436,,Sold,,,http://www.redfin.com/MA/Newton-Highlands/308-Winchester-St-02461/home/11500556,MLS PIN,72125044,N,Y,42.309726,-71.2075338
PAST SALE,,Townhouse,412 Parker St,Newton Centre,MA,02459,707000,3,3.5,,1518,87120,1991,,466,,,,,http://www.redfin.com/MA/Newton-Centre/412-Parker-St-02459/home/11499728,,,N,Y,42.313208,-71.1958382
PAST SALE,,Townhouse,47 Saco St,Newton,MA,02464,630000,3,2.5,,1266,231730,1980,,498,,,,,http://www.redfin.com/MA/Newton/47-Saco-St-02464/home/11447270,,,N,Y,42.3081156,-71.2204655
PAST SALE,June-1-2016,Single Family Residential,66 Pleasant St,Newton,MA,02465,980000,5,2.5,Newton,2370,10200,1880,874,414,,Sold,,,http://www.redfin.com/MA/Newton-Centre/66-Pleasant-St-02459/home/11433931,MLS PIN,71969593,N,Y,42.331334,-71.1973234
PAST SALE,April-28-2017,Single Family Residential,14 Linda Ln,Newton,MA,02461,772000,4,2.0,Newton,1503,9510,1955,543,514,,Sold,,,http://www.redfin.com/MA/Newton-Highlands/14-Linda-Ln-02461/home/11479188,MLS PIN,72128208,N,Y,42.3147093,-71.1989942
PAST SALE,December-3-2015,Townhouse,29 Saco St #29,Newton,MA,02464,519000,3,2.5,Newton,1666,,1980,1055,312,472,Sold,,,http://www.redfin.com/MA/Newton/29-Saco-St-02464/unit-29/home/101101242,MLS PIN,71910083,N,Y,42.307947,-71.220763
PAST SALE,,Townhouse,41 Saco St,Newton,MA,02464,620800,3,2.0,,1266,231730,1980,,490,,,,,http://www.redfin.com/MA/Newton/41-Saco-St-02464/home/11496451,,,N,Y,42.3076232,-71.2208137
PAST SALE,March-15-2017,Townhouse,12 Hale St #12,Newton,MA,02464,500000,3,2.5,Newton,1345,3945,1885,587,372,250,Sold,,,http://www.redfin.com/MA/Newton/12-Hale-St-02464/unit-12/home/112959619,MLS PIN,72111067,N,Y,42.3124563,-71.2232202
PAST SALE,December-16-2015,Single Family Residential,15 Buswell Park,Newton,MA,02458,973000,3,2.5,Newton,1720,6297,1941,1042,566,,Sold,,,http://www.redfin.com/MA/Newton/15-Buswell-Park-02458/home/11473346,MLS PIN,71916971,N,Y,42.350501,-71.1854883
PAST SALE,September-8-2016,Single Family Residential,166 Waverley Ave,Newton,MA,02458,691000,3,2.0,Newton Corner,1544,5273,1939,775,448,,Sold,,,http://www.redfin.com/MA/Newton/166-Waverley-Ave-02458/home/11473247,MLS PIN,72007641,N,Y,42.3500546,-71.1800115
PAST SALE,December-11-2015,Single Family Residential,55 Dearborn,Newton,MA,02465,587500,4,2.0,West Newton,1608,6105,1950,1047,365,,Sold,,,http://www.redfin.com/MA/West-Newton/55-Dearborn-St-02465/home/11432349,MLS PIN,71902392,N,Y,42.3559809,-71.2329658
PAST SALE,,Single Family Residential,209 Derby St,West Newton,MA,02465,730000,5,2.0,,2009,9284,1880,,363,,,,,http://www.redfin.com/MA/West-Newton/209-Derby-St-02465/home/11441747,,,N,Y,42.3593836,-71.2322233
PAST SALE,,Single Family Residential,190 Parmenter Rd,West Newton,MA,02465,687000,4,2.0,,1537,5850,1930,,447,,,,,http://www.redfin.com/MA/West-Newton/190-Parmenter-Rd-02465/home/11434819,,,N,Y,42.3598094,-71.2316664
PAST SALE,,Single Family Residential,50 Valley Spring Rd,Newton,MA,02458,950000,3,2.5,,1924,10971,1951,,494,,,,,http://www.redfin.com/MA/Newton/50-Valley-Spring-Rd-02458/home/11474275,,,N,Y,42.344846,-71.1775516
PAST SALE,March-15-2018,Townhouse,15 Vernon St #15,Newton,MA,02458,915000,3,2.5,Newton Corner,1761,,2018,222,520,,Sold,,,http://www.redfin.com/MA/Newton/15-Vernon-St-02458/unit-15/home/144837171,MLS PIN,72279789,N,Y,42.3538186,-71.1802835
PAST SALE,June-12-2018,Single Family Residential,9 Coolidge Rd,Newton,MA,02459,945000,3,2.5,Newton Center,1900,5725,1922,133,497,,Sold,,,http://www.redfin.com/MA/Newton-Centre/9-Coolidge-Rd-02459/home/11476086,MLS PIN,72315168,N,Y,42.3395548,-71.1866486
PAST SALE,June-29-2018,Single Family Residential,29 Ware Rd,Newton,MA,02466,900000,4,2.0,Auburndale,1908,4925,1928,116,472,,Sold,,,http://www.redfin.com/MA/Auburndale/29-Ware-Rd-02466/home/11436577,MLS PIN,72306819,N,Y,42.3496018,-71.2506002
PAST SALE,July-13-2018,Single Family Residential,3 Milton St,Newton,MA,02465,980000,4,3.0,Newton,2239,6314,1958,102,438,,Sold,,,http://www.redfin.com/MA/West-Newton/3-Milton-St-02465/home/11442050,MLS PIN,72302237,N,Y,42.3597421,-71.2360906
PAST SALE,,Condo/Co-op,9 Weir St,Auburndale,MA,02466,960000,3,2.5,,2351,,1895,,408,,,,,http://www.redfin.com/MA/Auburndale/9-Weir-St-02466/home/12439266,,,N,Y,42.3463581,-71.239663
PAST SALE,July-11-2016,Single Family Residential,17 Tamarac Rd,Newton,MA,02464,730000,3,2.0,Newton Upper Falls,1534,8758,1948,834,476,,Sold,,,http://www.redfin.com/MA/Newton-Upper-Falls/17-Tamarac-Rd-02464/home/11445113,MLS PIN,72007461,N,Y,42.3164423,-71.2217351
PAST SALE,November-22-2016,Single Family Residential,50 Pennsylvania,Newton,MA,02464,520000,3,2.0,Newton,2044,5854,1923,700,254,,Sold,,,http://www.redfin.com/MA/Newton-Upper-Falls/50-Pennsylvania-Ave-02464/home/11446601,MLS PIN,72074865,N,Y,42.3105291,-71.2230346
PAST SALE,,Single Family Residential,45 Wyman St,Waban,MA,02468,1000000,3,2.5,,1840,11350,1957,,543,,,,,http://www.redfin.com/MA/Waban/45-Wyman-St-02468/home/11451835,,,N,Y,42.3255795,-71.2285107
PAST SALE,June-27-2018,Single Family Residential,2 Thaxter Rd,Newton,MA,02460,715000,4,3.0,Newtonville,1680,4952,1930,118,426,,Sold,,,http://www.redfin.com/MA/Newton/2-Thaxter-Rd-02460/home/11416011,MLS PIN,72290195,N,Y,42.3636096,-71.2089261
PAST SALE,April-23-2018,Townhouse,61 Parmenter Rd #2,Waltham,MA,02453,649000,3,2.5,Waltham,1730,4000,2013,183,375,125,Sold,,,http://www.redfin.com/MA/Waltham/61-Parmenter-Rd-02453/home/49741156,MLS PIN,72289726,N,Y,42.3640391,-71.2306807
PAST SALE,May-31-2018,Single Family Residential,8 Barnes Rd,Newton,MA,02458,901000,4,2.5,Hunnewell Hill,2190,4474,1925,145,411,,Sold,,,http://www.redfin.com/MA/Newton/8-Barnes-Rd-02458/home/11471263,MLS PIN,72303148,N,Y,42.3571241,-71.1752773
PAST SALE,January-10-2017,Single Family Residential,544 Quinobequin Rd,Newton,MA,02468,960000,3,2.5,Village of Waban,2221,9529,1940,651,432,,Sold,,,http://www.redfin.com/MA/Waban/544-Quinobequin-Rd-02468/home/11457713,MLS PIN,72070642,N,Y,42.3216876,-71.2329658
PAST SALE,August-10-2016,Single Family Residential,92 Oakdale Rd,Newton,MA,02459,720000,3,2.0,Newton Centre,1908,6528,1951,804,377,,Sold,,,http://www.redfin.com/MA/Newton/92-Oakdale-Rd-02461/home/11478797,MLS PIN,71996036,N,Y,42.3182019,-71.1989112
PAST SALE,April-14-2017,Single Family Residential,45 Smith Ave,Newton,MA,02465,715000,3,2.0,West Newton,1313,6650,1948,557,545,,Sold,,,http://www.redfin.com/MA/West-Newton/45-Smith-Ave-02465/home/11432454,MLS PIN,72114665,N,Y,42.3562977,-71.2339056
PAST SALE,July-7-2016,Single Family Residential,217 River St,Newton,MA,02465,617000,3,2.0,Newton,1464,6764,1952,838,421,,Sold,,,http://www.redfin.com/MA/West-Newton/217-River-St-02465/home/11432478,MLS PIN,72005022,N,Y,42.355122,-71.2349149
PAST SALE,December-15-2015,Single Family Residential,301 River St,Newton,MA,02465,560000,3,2.0,Newton,1616,4110,1890,1043,347,,Sold,,,http://www.redfin.com/MA/West-Newton/301-River-St-02465/home/11442498,MLS PIN,71922408,N,Y,42.3570201,-71.2377922
PAST SALE,May-10-2017,Single Family Residential,376 NEWTON St,Waltham,MA,02453,575000,4,2.5,Newton Line,1625,3200,1900,531,354,,Sold,,,http://www.redfin.com/MA/Waltham/376-Newton-St-02453/home/11819370,MLS PIN,72134799,N,Y,42.3641666,-71.2321769
PAST SALE,October-26-2016,Single Family Residential,284 Ash St,Waltham,MA,02453,459000,4,2.0,Waltham,1719,4200,1820,727,267,,Sold,,,http://www.redfin.com/MA/Waltham/284-Ash-St-02453/home/11820044,MLS PIN,72037764,N,Y,42.3645596,-71.2296709
PAST SALE,,Single Family Residential,47 Randlett Park,West Newton,MA,02465,910000,4,2.5,,2017,9080,1939,,451,,,,,http://www.redfin.com/MA/West-Newton/47-Randlett-Park-02465/home/11426019,,,N,Y,42.3542732,-71.2184865
PAST SALE,November-3-2015,Single Family Residential,402 Parker St,Newton,MA,02459,935000,3,2.5,Newton,2200,5200,1920,1085,425,,Sold,,,http://www.redfin.com/MA/Newton/402-Parker-St-02459/home/11480218,MLS PIN,71869774,N,Y,42.3136147,-71.1956062
PAST SALE,,Townhouse,29 Saco St,Newton,MA,02464,519000,3,2.5,,1266,231730,1980,,410,,,,,http://www.redfin.com/MA/Newton/29-Saco-St-02464/home/11496440,,,N,Y,42.307947,-71.220763
PAST SALE,April-15-2016,Single Family Residential,12 Shawmut Park,Newton,MA,02464,660000,3,2.5,Newton Upper Falls,1500,3750,1910,921,440,,Sold,,,http://www.redfin.com/MA/Newton-Upper-Falls/12-Shawmut-Park-02464/home/11446421,MLS PIN,71900636,N,Y,42.3109342,-71.2201572
PAST SALE,November-18-2015,Single Family Residential,188 Homer St,Newton,MA,02459,980000,3,3.0,Newton Center,2166,8870,1926,1070,452,,Sold,,,http://www.redfin.com/MA/Newton-Centre/188-Homer-St-02459/home/11466319,MLS PIN,71905639,N,Y,42.3347463,-71.201454
PAST SALE,June-6-2016,Single Family Residential,11 Fessenden St,Newton,MA,02460,865000,3,2.5,West Newton,1710,7068,1940,869,506,,Sold,,,http://www.redfin.com/MA/Newton/11-Fessenden-St-02460/home/11417004,MLS PIN,71989814,N,Y,42.360126,-71.2144489
PAST SALE,August-26-2016,Single Family Residential,184 Christina St,Newton,MA,02461,746000,4,2.0,Newton Highlands,1728,7244,1950,788,432,,Sold,,,http://www.redfin.com/MA/Newton-Highlands/184-Christina-St-02461/home/11489649,MLS PIN,72031658,N,Y,42.3046776,-71.2091118
PAST SALE,June-16-2016,Townhouse,99 North St #99,Newton,MA,02460,699000,3,2.5,Newtonville,1825,8326,2001,859,383,150,Sold,,,http://www.redfin.com/MA/Newton/99-North-St-02460/unit-99/home/136963204,MLS PIN,71973847,N,Y,42.3626329,-71.2178053
PAST SALE,January-6-2016,Single Family Residential,97 Parker St,Newton,MA,02459,950000,5,2.5,Newton Centre,2315,8750,1891,1021,410,,Sold,,,http://www.redfin.com/MA/Newton-Centre/97-Parker-St-02459/home/11461250,MLS PIN,71920196,N,Y,42.324023,-71.1943066
PAST SALE,May-18-2016,Single Family Residential,11 Hagen Rd,Newton,MA,02459,880000,3,2.5,Newton Center,2274,7140,1950,888,387,,Sold,,,http://www.redfin.com/MA/Newton-Centre/11-Hagen-Rd-02459/home/11480089,MLS PIN,71969443,N,Y,42.3159238,-71.1945387
PAST SALE,November-17-2015,Single Family Residential,12 Walter St,Newton,MA,02459,849000,3,2.5,Newton Center,2073,5550,1925,1071,410,,Sold,,,http://www.redfin.com/MA/Newton-Centre/12-Walter-St-02459/home/11497860,MLS PIN,71904241,N,Y,42.3207219,-71.1925894
PAST SALE,July-27-2016,Single Family Residential,170 Jackson St,Newton,MA,02459,960000,4,3.5,Newton Center,2105,5740,1926,818,456,,Sold,,,http://www.redfin.com/MA/Newton/170-Jackson-St-02459/home/11469250,MLS PIN,72007886,N,Y,42.3204591,-71.1899439
PAST SALE,,Single Family Residential,35 Cross Hill Rd,Newton,MA,02459,940000,3,2.0,,1502,11128,1952,,626,,,,,http://www.redfin.com/MA/Newton/35-Cross-Hill-Rd-02459/home/11484418,,,N,Y,42.3043385,-71.1878089
PAST SALE,January-27-2017,Townhouse,312 Newtonville Ave Unit B,Newton,MA,02460,719900,3,3.0,Newtonville,2330,10039,1990,634,309,350,Sold,,,http://www.redfin.com/MA/Newton/312-Newtonville-Ave-02460/unit-B/home/109494476,MLS PIN,72089628,N,Y,42.3516694,-71.1996497
PAST SALE,March-25-2016,Single Family Residential,145 HUNNEWELL Ave,Newton,MA,02458,860000,3,2.5,Hunnewell Hill,2423,6882,1930,942,355,,Sold,,,http://www.redfin.com/MA/Newton/145-Hunnewell-Ave-02458/home/11471165,MLS PIN,71945612,N,Y,42.3568,-71.1786191
PAST SALE,January-4-2017,Single Family Residential,71 Underwood Ave,Newton,MA,02465,725000,4,2.5,West Newton,2200,4800,1988,657,330,,Sold,,,http://www.redfin.com/MA/Newton/71-Underwood-Ave-02465/home/11442045,MLS PIN,72088854,N,Y,42.3597562,-71.2362811
PAST SALE,June-9-2016,Single Family Residential,169 Albemarle Rd,Newton,MA,02460,750000,3,2.5,Newtonville,2178,6957,1918,866,344,,Sold,,,http://www.redfin.com/MA/Newton/169-Albemarle-Rd-02460/home/11432836,MLS PIN,71981519,N,Y,42.3603231,-71.2171131
PAST SALE,September-9-2016,Townhouse,33A Wesley #2,Newton,MA,02458,800000,3,3.0,Newton Corner,2015,,1900,774,397,199,Sold,,,http://www.redfin.com/MA/Newton/33A-Wesley-St-02458/unit-2/home/136659234,MLS PIN,72037869,N,Y,42.3530834,-71.1878924
PAST SALE,February-24-2017,Townhouse,5 Forest St #2,Newton,MA,02461,943000,3,3.0,Newton,1976,6851,1880,606,477,,Sold,,,http://www.redfin.com/MA/Newton/5-Forest-St-02461/unit-2/home/112854002,MLS PIN,72105679,N,Y,42.323366,-71.2075338
PAST SALE,January-20-2017,Single Family Residential,21 Lantern Ln,Newton,MA,02459,828750,4,3.0,Newton Center,2100,6050,1940,641,395,,Sold,,,http://www.redfin.com/MA/Newton-Centre/21-Lantern-Ln-02459/home/11462323,MLS PIN,72026927,N,Y,42.3198275,-71.1915335
PAST SALE,,Townhouse,698 Beacon St #3,Newton Centre,MA,02459,840000,4,2.5,,1688,7901,1895,,498,,,,,http://www.redfin.com/MA/Newton-Centre/698-Beacon-St-02459/unit-3/home/11459812,,,N,Y,42.3306814,-71.189077
PAST SALE,January-4-2017,Single Family Residential,46 North St,Newton,MA,02459,871000,3,2.5,Newton Center,1606,3865,1880,657,542,,Sold,,,http://www.redfin.com/MA/Newton-Centre/46-North-St-02459/home/11464442,MLS PIN,72087594,N,Y,42.3363846,-71.2122212
PAST SALE,June-27-2016,Single Family Residential,19 Holman Rd,Newton,MA,02466,839000,3,2.5,Newton,1990,6850,1927,848,422,,Sold,,,http://www.redfin.com/MA/Auburndale/19-Holman-Rd-02466/home/11495822,MLS PIN,71996698,N,Y,42.3378994,-71.2398341
PAST SALE,October-27-2016,Single Family Residential,50 Jefferson St,Newton,MA,02458,860000,4,2.5,Newton,2232,3966,1870,726,385,,Sold,,,http://www.redfin.com/MA/Newton/50-Jefferson-St-02458/home/11470597,MLS PIN,72033953,N,Y,42.3585181,-71.1834925
PAST SALE,June-30-2016,Single Family Residential,10 Irving St #10,Newton,MA,02459,650000,3,2.5,Newton Center,1368,2240,1905,845,475,,Sold,,,http://www.redfin.com/MA/Newton/10-Irving-St-02459/unit-10/home/77487208,MLS PIN,71995492,N,Y,42.3381452,-71.1887669
PAST SALE,,Single Family Residential,39 Carl St,Newton Highlands,MA,02461,750000,3,3.0,,2194,6105,1930,,342,,,,,http://www.redfin.com/MA/Newton-Highlands/39-Carl-St-02461/home/11489191,,,N,Y,42.3079776,-71.2091221
PAST SALE,,Townhouse,375 Lowell Ave,Newtonville,MA,02460,815000,3,2.5,,1850,7206,2006,,441,,,,,http://www.redfin.com/MA/Newtonville/375-Lowell-Ave-02460/home/11423090,,,N,Y,42.3443869,-71.2114323
PAST SALE,November-2-2015,Single Family Residential,42 Wyman St,Newton,MA,02468,830000,4,2.5,Waban,1736,11190,1939,1086,478,,Sold,,,http://www.redfin.com/MA/Waban/42-Wyman-St-02468/home/11451899,MLS PIN,71905331,N,Y,42.3252157,-71.2285571
PAST SALE,December-2-2015,Single Family Residential,19 Owatonna St,Newton,MA,02466,755000,4,2.5,Auburndale,1746,10000,1910,1056,432,,Sold,,,http://www.redfin.com/MA/Auburndale/19-Owatonna-St-02466/home/11436561,MLS PIN,71929613,N,Y,42.3502548,-71.2505074
PAST SALE,,Single Family Residential,162 Hunnewell Ave,Newton,MA,02458,820000,3,2.5,,1908,5680,1936,,430,,,,,http://www.redfin.com/MA/Newton/162-Hunnewell-Ave-02458/home/11471653,,,N,Y,42.356504,-71.1795009
PAST SALE,March-16-2016,Townhouse,12-20 Richardson St #20,Newton,MA,02458,699000,3,2.5,Newton Corner,1946,10687,2000,951,359,476,Sold,,,http://www.redfin.com/MA/Newton/20-Richardson-St-02458/unit-20/home/137662725,MLS PIN,71950766,N,Y,42.355026,-71.1872535
PAST SALE,,Multi-Family (2-4 Unit),41 Chesley Rd,Newton Centre,MA,02459,900000,4,2.0,,2446,10817,1896,,368,,,,,http://www.redfin.com/MA/Newton-Centre/41-Chesley-Rd-02459/home/11459415,,,N,Y,42.3311421,-71.1911506
PAST SALE,,Townhouse,20 Pettee St,Newton,MA,02464,855000,3,3.0,,1827,29147,1999,,468,,,,,http://www.redfin.com/MA/Newton/20-Pettee-St-02464/home/11407699,,,N,Y,42.3143142,-71.2206642
PAST SALE,May-23-2017,Single Family Residential,15 Linda Ln,Newton,MA,02461,975000,3,3.0,Newton Highlands,2131,9275,1952,518,458,,Sold,,,http://www.redfin.com/MA/Newton-Highlands/15-Linda-Ln-02461/home/11479145,MLS PIN,72124328,N,Y,42.3145199,-71.1994119
PAST SALE,August-24-2016,Single Family Residential,99 Clearwater Rd,Newton,MA,02462,695000,3,2.0,Newton Lower Falls,2142,7330,1950,790,324,,Sold,,,http://www.redfin.com/MA/Newton-Lower-Falls/99-Clearwater-Rd-02462/home/11438294,MLS PIN,72009838,N,Y,42.3340994,-71.258025
PAST SALE,June-15-2016,Single Family Residential,64 Oak St,Newton,MA,02464,800000,4,2.0,Newton Upper Falls,2130,4907,1880,860,376,,Sold,,,http://www.redfin.com/MA/Newton-Upper-Falls/64-Oak-St-02464/home/11446430,MLS PIN,71970135,N,Y,42.3105589,-71.2205749
PAST SALE,June-29-2016,Townhouse,9 Thurston Rd #2,Newton,MA,02464,790000,3,3.5,Newton Upper Falls,2125,,2003,846,372,95,Sold,,,http://www.redfin.com/MA/Newton/9-Thurston-Rd-02464/unit-2/home/105490153,MLS PIN,72000062,N,Y,42.3163225,-71.2167461
PAST SALE,March-28-2016,Townhouse,15 Maple Ave #15,Newton,MA,02458,800000,4,3.5,Newton,1962,9018,1880,939,408,130,Sold,,,http://www.redfin.com/MA/Newton/15-Maple-Ave-02458/unit-15/home/131522233,MLS PIN,71947770,N,Y,42.3539513,-71.1888881
PAST SALE,,Single Family Residential,234 Church St,Newton,MA,02458,695000,4,2.5,,2288,9076,1881,,304,,,,,http://www.redfin.com/MA/Newton/234-Church-St-02458/home/11410867,,,N,Y,42.3545371,-71.1892966
PAST SALE,August-4-2016,Townhouse,412 Parker Unit F,Newton,MA,02459,672000,3,2.5,Newton Center,1516,,1990,810,443,404,Sold,,,http://www.redfin.com/MA/Newton/412-Parker-St-02459/unit-F/home/106072982,MLS PIN,72015900,N,Y,42.313208,-71.1958372
PAST SALE,November-6-2015,Townhouse,72 Ripley St #72,Newton,MA,02459,749000,3,2.5,Newton Center,1812,,1850,1082,413,122,Sold,,,http://www.redfin.com/MA/Newton/72-Ripley-St-02459/unit-72/home/101684631,MLS PIN,71920182,N,Y,42.3272279,-71.1906392
PAST SALE,February-8-2016,Townhouse,396 Boylston St #396,Newton,MA,02459,765000,3,2.5,Newton,2280,,2000,988,336,320,Sold,,,http://www.redfin.com/MA/Newton/396-Boylston-St-02459/unit-396/home/101849829,MLS PIN,71930657,N,Y,42.3187547,-71.1848251
PAST SALE,March-10-2017,Single Family Residential,7 Tocci Path,Newton,MA,02459,805000,5,2.0,Newton,2002,7266,1947,592,402,,Sold,,,http://www.redfin.com/MA/Newton/7-Tocci-Path-02459/home/11500802,MLS PIN,72112918,N,Y,42.2921462,-71.183214
